A HI,"Artistic Forms
General Education
A HI 1113-995 -Understanding Art","INSTRUCTOR
Mariah Ashbacher
CLASS DESCRIPTION
Notice: Some Summer Session courses list a ""CONF"" meeting time on the class schedule in order to restrict students to enrollment in only one course for parts of term by creating a time conflict with other Summer Session courses. There is not an expectation for students to actually meet for those listed times. Consult your College Advisor for potential exceptions.

Explanation and analysis of the principles underlying the visual arts. Consideration of formal, historical and other factors in the valuation and enjoyment of painting, sculpture, architecture and utilitarian objects. (F, Sp, Su) [IV-AF]
QUICK FACTS
Seats Left: 19 out of 30 Schedule: Lecture Delivery: Asynchronous Online
Term: June Block GenEd Type: Artistic Forms Wait List: 0 Waiting
Repeatable: Not Repeatable
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
Jun 9 - Jul 3 Times not available Online Days not available",Seats Left: 19 out of 30 Schedule: Lecture Delivery: Asynchronous Online,Term: June Block GenEd Type: Artistic Forms Wait List: 0 Waiting,Repeatable: Not Repeatable,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,Jun 9 - Jul 3 Times not available Online Days not available
A HI,"Artistic Forms
General Education
A HI 1113-996 -Understanding Art","INSTRUCTOR
Olivia Murphy
CLASS DESCRIPTION
Explanation and analysis of the principles underlying the visual arts. Consideration of formal, historical and other factors in the valuation and enjoyment of painting, sculpture, architecture and utilitarian objects. (F, Sp, Su) [IV-AF]
QUICK FACTS
Seats Left: 25 out of 30 Schedule: Lecture Delivery: Asynchronous Online
Term: July Block GenEd Type: Artistic Forms Wait List: 0 Waiting
Repeatable: Not Repeatable
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
Jul 7 - Aug 1 Times not available Online Days not available",Seats Left: 25 out of 30 Schedule: Lecture Delivery: Asynchronous Online,Term: July Block GenEd Type: Artistic Forms Wait List: 0 Waiting,Repeatable: Not Repeatable,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,Jul 7 - Aug 1 Times not available Online Days not available
A HI,"Artistic Forms
General Education
A HI 1113-997 -Understanding Art","INSTRUCTOR
Meagan Evans
CLASS DESCRIPTION
Explanation and analysis of the principles underlying the visual arts. Consideration of formal, historical and other factors in the valuation and enjoyment of painting, sculpture, architecture and utilitarian objects. (F, Sp, Su) [IV-AF]
QUICK FACTS
Seats Left: 22 out of 30 Schedule: Lecture Delivery: Asynchronous Online
Term: Full Term GenEd Type: Artistic Forms Wait List: 0 Waiting
Repeatable: Not Repeatable
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
May 12 - Jul 3 Times not available Online Days not available",Seats Left: 22 out of 30 Schedule: Lecture Delivery: Asynchronous Online,Term: Full Term GenEd Type: Artistic Forms Wait List: 0 Waiting,Repeatable: Not Repeatable,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,May 12 - Jul 3 Times not available Online Days not available
A HI,"Western Culture
General Education
A HI 3313-026 -Art and Culture in Italy","INSTRUCTOR
Kirk Duclaux
CLASS DESCRIPTION
STUDY ABROAD COURSE. CONTACT DEPARTMENT FOR ADDITIONAL INFORMATION.

Prerequisite: permission of department: acceptance to ""Journey to Italy"". Taught on-site in Italy as part of the ""Journey to Italy"" summer program in Arezzo. Students will study art from ancient Roman through the Baroque, with special focus on the Renaissance. (Irreg.) [IV-WC]
QUICK FACTS
Seats Left: 25 out of 25 Schedule: Study Abroad Delivery: Traditional In-Person
Term: July Block GenEd Type: Western Culture Wait List: No Wait List
Repeatable: Not Repeatable
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
Jul 7 - Aug 1 Times not available SBOU Italy Days not available",Seats Left: 25 out of 25 Schedule: Study Abroad Delivery: Traditional In-Person,Term: July Block GenEd Type: Western Culture Wait List: No Wait List,Repeatable: Not Repeatable,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,Jul 7 - Aug 1 Times not available SBOU Italy Days not available
A HI,A HI 3990-001 -Independent Study,"INSTRUCTOR
Robert Bailey
CLASS DESCRIPTION
1 to 3 hours. Prerequisite: permission of instructor and junior standing. May be repeated once with change of content. Independent study may be arranged to study a subject not available through regular course offerings. (F, Sp, Su)
QUICK FACTS
Seats Left: 10 out of 10 Schedule: Independent Study Delivery: Traditional In-Person
Term: July Block GenEd Type: None Wait List: No Wait List
Repeatable: Not Repeatable
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
Jul 7 - Aug 1 Times not available Location not available Days not available",Seats Left: 10 out of 10 Schedule: Independent Study Delivery: Traditional In-Person,Term: July Block GenEd Type: None Wait List: No Wait List,Repeatable: Not Repeatable,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,Jul 7 - Aug 1 Times not available Location not available Days not available
A HI,"Western Culture
General Education
A HI 4383-025 -Ital Renaissance Art & Science","INSTRUCTOR
Theresa Marks
CLASS DESCRIPTION
Prerequisite: junior standing. Focuses on the confluence of science and art in Renaissance Italy through a study of materials, process, technique and structural issues addressed by artists in the creation of painting, sculpture, and architectures. (Su) [IV-WC]
QUICK FACTS
Seats Left: 10 out of 10 Schedule: Study Abroad Delivery: Traditional In-Person
Term: May Block GenEd Type: Western Culture Wait List: 0 Waiting
Repeatable: Not Repeatable
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
May 12 - Jun 6 Times not available SBOU Arezzo Italy (OUA) Days not available",Seats Left: 10 out of 10 Schedule: Study Abroad Delivery: Traditional In-Person,Term: May Block GenEd Type: Western Culture Wait List: 0 Waiting,Repeatable: Not Repeatable,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,May 12 - Jun 6 Times not available SBOU Arezzo Italy (OUA) Days not available
A HI,A HI 5960-001 -Directed Readings,"INSTRUCTOR
Allison Palmer
CLASS DESCRIPTION
Prerequisite: permission of instructor. May be repeated; maximum credit six hours. Research culminating in the preparation of papers using technical and critical literature in the history of art. (Irreg.)
QUICK FACTS
Seats Left: 1 out of 1 Schedule: Independent Study Delivery: Traditional In-Person
Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List
Repeatable: Max Hours: 6
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
May 12 - Aug 1 Times not available Location not available Days not available",Seats Left: 1 out of 1 Schedule: Independent Study Delivery: Traditional In-Person,Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List,Repeatable: Max Hours: 6,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,May 12 - Aug 1 Times not available Location not available Days not available
A HI,A HI 5960-002 -Directed Readings,"INSTRUCTOR
TBD
CLASS DESCRIPTION
Prerequisite: permission of instructor. May be repeated; maximum credit six hours. Research culminating in the preparation of papers using technical and critical literature in the history of art. (Irreg.)
QUICK FACTS
Seats Left: 5 out of 5 Schedule: Independent Study Delivery: Traditional In-Person
Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List
Repeatable: Max Hours: 6
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
May 12 - Aug 1 Times not available Location not available Days not available",Seats Left: 5 out of 5 Schedule: Independent Study Delivery: Traditional In-Person,Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List,Repeatable: Max Hours: 6,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,May 12 - Aug 1 Times not available Location not available Days not available
A HI,A HI 6960-001 -Directed Readings,"INSTRUCTOR
Alicia Harris
CLASS DESCRIPTION
1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit six hours. Directed readings and/or literature review under the direction of a faculty member. (Irreg.)
QUICK FACTS
Seats Left: 1 out of 1 Schedule: Independent Study Delivery: Traditional In-Person
Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List
Repeatable: Max Hours: 6
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
May 12 - Aug 1 Times not available Location not available Days not available",Seats Left: 1 out of 1 Schedule: Independent Study Delivery: Traditional In-Person,Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List,Repeatable: Max Hours: 6,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,May 12 - Aug 1 Times not available Location not available Days not available
A HI,A HI 6980-003 -Research Doctoral Dissertation,"INSTRUCTOR
Alison Fields
CLASS DESCRIPTION
2 to 9 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the Doctoral dissertation. (F, Sp)
QUICK FACTS
Seats Left: 5 out of 5 Schedule: Thesis/Dissertation Delivery: Traditional In-Person
Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List
Repeatable: Times: 30
MEETING DATES MEETING TIMES LOCATION MEETING DAYS
May 12 - Aug 1 Times not available Location not available Days not available",Seats Left: 5 out of 5 Schedule: Thesis/Dissertation Delivery: Traditional In-Person,Term: Block H Norman/Tulsa Campus GenEd Type: None Wait List: No Wait List,Repeatable: Times: 30,MEETING DATES MEETING TIMES LOCATION MEETING DAYS,May 12 - Aug 1 Times not available Location not available Days not available
